peptide,1,2,3,4,5,6,7,8
DiSul-cz-ion,4780.395,2390.701,1594.137,1195.855,956.885,797.572,683.777,598.431
DiSul-by-ion,4781.153,2391.081,1594.39,1196.044,957.037,797.699,683.886,598.526
DiSul-cz-ion,4781.398,2391.203,1594.471,1196.105,957.086,797.74,683.921,598.557
DiSul-by-ion,4782.323,2391.665,1594.779,1196.337,957.271,797.894,684.053,598.672
SG-CHH-pyro-Q-reduced-by-ion,4783.118,2392.063,1595.045,1196.535,957.43,798.026,684.166,598.772
SG-CHH-pyro-Q-reduced-by-ion,4784.266,2392.637,1595.427,1196.822,957.659,798.218,684.33,598.915
PO-CHH-reduced-cz-ion,4789.153,2395.08,1597.056,1198.044,958.637,799.032,685.029,599.526
DiSul-by-ion,4789.158,2395.083,1597.058,1198.045,958.638,799.033,685.029,599.527
DiSul-by-ion,4790.142,2395.575,1597.386,1198.291,958.835,799.197,685.17,599.65
PO-CHH-reduced-cz-ion,4790.16,2395.584,1597.392,1198.296,958.838,799.2,685.172,599.652
DiSul-by-ion,4791.145,2396.077,1597.72,1198.542,959.035,799.364,685.313,599.775
PO-CHH-reduced-cz-ion,4791.164,2396.086,1597.726,1198.547,959.039,799.367,685.316,599.777
DiSul-by-ion,4792.129,2396.569,1598.048,1198.788,959.232,799.528,685.454,599.898
PO-CHH-reduced-cz-ion,4792.167,2396.587,1598.061,1198.798,959.24,799.534,685.459,599.903
DiSul-cz-ion,4793.137,2397.072,1598.384,1199.04,959.434,799.696,685.598,600.024
DiSul-cz-ion,4794.139,2397.574,1598.718,1199.291,959.634,799.863,685.741,600.149
DiSul-cz-ion,4794.145,2397.576,1598.72,1199.292,959.635,799.864,685.742,600.15
DiSul-by-ion,4794.403,2397.705,1598.806,1199.357,959.687,799.907,685.779,600.182
DiSul-cz-ion,4795.147,2398.077,1599.054,1199.543,959.836,800.031,685.885,600.275
DiSul-cz-ion,4795.148,2398.078,1599.055,1199.543,959.836,800.031,685.885,600.275
DiSul-cz-ion,4796.15,2398.579,1599.389,1199.793,960.036,800.198,686.028,600.401
DiSul-cz-ion,4796.152,2398.58,1599.389,1199.794,960.037,800.199,686.028,600.401
DiSul-by-ion,4796.201,2398.604,1599.405,1199.806,960.046,800.207,686.035,600.407
DiSul-cz-ion,4797.154,2399.081,1599.723,1200.044,960.237,800.366,686.172,600.526
DiSul-cz-ion,4797.172,2399.09,1599.729,1200.049,960.241,800.369,686.174,600.528
PO-CHH-reduced-by-ion,4797.192,2399.1,1599.736,1200.054,960.245,800.372,686.177,600.531
PO-CHH-reduced-by-ion,4798.176,2399.592,1600.064,1200.3,960.441,800.536,686.318,600.654
DiSul-by-ion,4798.18,2399.594,1600.065,1200.301,960.442,800.537,686.318,600.654
DiSul-cz-ion,4799.183,2400.095,1600.4,1200.552,960.643,800.704,686.461,600.78
PO-CHH-pyro-Q-reduced-cz-ion,4799.184,2400.096,1600.4,1200.552,960.643,800.704,686.462,600.78
SG-CHH-pyro-Q-reduced-by-ion,4800.145,2400.576,1600.72,1200.792,960.835,800.864,686.599,600.9
DiSul-cz-ion,4800.187,2400.597,1600.734,1200.803,960.844,800.871,686.605,600.905
PO-CHH-pyro-Q-reduced-cz-ion,4800.192,2400.6,1600.736,1200.804,960.845,800.872,686.606,600.906
PO-CHH-pyro-Q-reduced-cz-ion,4801.195,2401.101,1601.07,1201.055,961.045,801.039,686.749,601.031
PO-CHH-pyro-Q-reduced-cz-ion,4802.199,2401.603,1601.405,1201.306,961.246,801.206,686.892,601.157
DiSul-by-ion,4806.185,2403.596,1602.733,1202.302,962.043,801.871,687.462,601.655
DiSul-by-ion,4807.169,2404.088,1603.062,1202.548,962.24,802.035,687.602,601.778
DiSul-by-ion,4809.156,2405.082,1603.724,1203.045,962.637,802.366,687.886,602.026
SG-CHH-pyro-Q-reduced-by-ion,4810.129,2405.568,1604.048,1203.288,962.832,802.528,688.025,602.148
SG-CHH-pyro-Q-reduced-by-ion,4811.113,2406.06,1604.376,1203.534,963.029,802.692,688.166,602.271
DiSul-cz-ion,4814.199,2407.603,1605.405,1204.306,963.646,803.206,688.607,602.657
PO-CHH-reduced-by-ion,4815.203,2408.105,1605.739,1204.557,963.847,803.374,688.75,602.782
DiSul-cz-ion,4815.206,2408.107,1605.741,1204.557,963.848,803.374,688.75,602.783
DiSul-by-ion,4815.316,2408.162,1605.777,1204.585,963.869,803.393,688.766,602.796
DiSul-cz-ion,4816.21,2408.609,1606.075,1204.808,964.048,803.542,688.894,602.908
DiSul-by-ion,4816.3,2408.654,1606.105,1204.831,964.066,803.557,688.907,602.919
SG-CHH-reduced-by-ion,4817.171,2409.09,1606.396,1205.049,964.241,803.702,689.031,603.028
DiSul-cz-ion,4817.213,2409.11,1606.41,1205.059,964.249,803.709,689.037,603.033
DiSul-cz-ion,4817.308,2409.158,1606.441,1205.083,964.268,803.725,689.051,603.045
DiSul-cz-ion,4818.315,2409.662,1606.777,1205.335,964.469,803.892,689.195,603.171
DiSul-cz-ion,4819.319,2410.163,1607.111,1205.586,964.67,804.06,689.338,603.297
DiSul-cz-ion,4820.322,2410.665,1607.446,1205.836,964.871,804.227,689.481,603.422
DiSul-by-ion,4823.164,2412.086,1608.393,1206.547,965.439,804.701,689.887,603.777
DiSul-cz-ion,4823.188,2412.098,1608.401,1206.553,965.444,804.705,689.891,603.78
DiSul-by-ion,4824.195,2412.602,1608.737,1206.805,965.645,804.872,690.035,603.906
PO-CHH-pyro-Q-reduced-by-ion,4825.129,2413.068,1609.048,1207.038,965.832,805.028,690.168,604.023
DiSul-cz-ion,4825.199,2413.103,1609.071,1207.056,965.846,805.04,690.178,604.032
DiSul-cz-ion,4826.202,2413.605,1609.406,1207.306,966.047,805.207,690.321,604.157
SG-CHH-reduced-by-ion,4827.156,2414.082,1609.724,1207.545,966.237,805.366,690.458,604.276
SG-CHH-pyro-Q-reduced-by-ion,4828.14,2414.574,1610.052,1207.791,966.434,805.53,690.598,604.399
DiSul-by-ion,4833.326,2417.167,1611.781,1209.087,967.472,806.394,691.339,605.048
DiSul-by-ion,4837.125,2419.067,1613.047,1210.037,968.231,807.027,691.882,605.522
DiSul-by-ion,4840.19,2420.599,1614.069,1210.803,968.844,807.538,692.32,605.906
DiSul-cz-ion,4840.214,2420.611,1614.077,1210.809,968.849,807.542,692.323,605.909
DiSul-cz-ion,4841.222,2421.115,1614.413,1211.061,969.051,807.71,692.467,606.035
PO-CHH-reduced-by-ion,4842.155,2421.582,1614.724,1211.295,969.237,807.866,692.6,606.151
DiSul-cz-ion,4842.225,2421.617,1614.747,1211.312,969.251,807.877,692.61,606.16
DiSul-cz-ion,4843.229,2422.118,1615.081,1211.563,969.452,808.045,692.754,606.285
SG-CHH-pyro-Q-reduced-cz-ion,4844.158,2422.583,1615.391,1211.795,969.638,808.2,692.886,606.402
SG-CHH-reduced-by-ion,4845.166,2423.087,1615.727,1212.047,969.839,808.368,693.03,606.528
SG-CHH-pyro-Q-reduced-cz-ion,4846.17,2423.589,1616.062,1212.298,970.04,808.535,693.174,606.653
SG-CHH-pyro-Q-reduced-cz-ion,4847.173,2424.09,1616.396,1212.549,970.241,808.702,693.317,606.778
DiSul-by-ion,4850.175,2425.591,1617.397,1213.3,970.841,809.202,693.746,607.154
DiSul-by-ion,4851.159,2426.083,1617.725,1213.546,971.038,809.366,693.887,607.277
PO-CHH-pyro-Q-reduced-by-ion,4852.14,2426.574,1618.052,1213.791,971.234,809.53,694.027,607.399
PO-CHH-pyro-Q-reduced-by-ion,4853.124,2427.066,1618.38,1214.037,971.431,809.694,694.167,607.522
DiSul-by-ion,4853.215,2427.111,1618.41,1214.06,971.449,809.709,694.18,607.534
DiSul-by-ion,4854.152,2427.58,1618.722,1214.294,971.637,809.865,694.314,607.651
DiSul-by-ion,4854.199,2427.603,1618.738,1214.306,971.646,809.873,694.321,607.657
DiSul-cz-ion,4855.207,2428.107,1619.074,1214.558,971.848,810.041,694.465,607.783
DiSul-cz-ion,4856.215,2428.611,1619.41,1214.81,972.049,810.209,694.609,607.909
DiSul-by-ion,4857.217,2429.112,1619.744,1215.06,972.25,810.376,694.752,608.034
DiSul-cz-ion,4857.218,2429.113,1619.745,1215.06,972.25,810.376,694.752,608.034
DiSul-cz-ion,4858.221,2429.615,1620.079,1215.311,972.451,810.543,694.895,608.159
PO-CHH-reduced-by-ion,4859.182,2430.095,1620.399,1215.551,972.643,810.704,695.033,608.28
SG-CHH-reduced-cz-ion,4861.185,2431.096,1621.067,1216.052,973.043,811.037,695.319,608.53
SG-CHH-reduced-cz-ion,4862.193,2431.6,1621.403,1216.304,973.245,811.205,695.463,608.656
DiSul-by-ion,4863.141,2432.074,1621.719,1216.541,973.434,811.363,695.598,608.774
SG-CHH-reduced-cz-ion,4863.196,2432.102,1621.737,1216.555,973.445,811.373,695.606,608.781
DiSul-by-ion,4864.136,2432.572,1622.051,1216.79,973.634,811.529,695.74,608.899
SG-CHH-reduced-cz-ion,4864.199,2432.604,1622.072,1216.806,973.646,811.54,695.749,608.907
DiSul-by-ion,4865.12,2433.064,1622.379,1217.036,973.83,811.693,695.881,609.022
DiSul-by-ion,4865.306,2433.157,1622.44,1217.082,973.867,811.724,695.908,609.045
DiSul-by-ion,4866.29,2433.649,1622.768,1217.328,974.064,811.888,696.048,609.168
DiSul-by-ion,4867.201,2434.105,1623.072,1217.556,974.247,812.04,696.178,609.282
DiSul-cz-ion,4867.297,2434.153,1623.104,1217.58,974.266,812.056,696.192,609.294
DiSul-by-ion,4868.185,2434.597,1623.4,1217.802,974.443,812.204,696.319,609.405
DiSul-cz-ion,4868.305,2434.657,1623.44,1217.832,974.467,812.224,696.336,609.42
PO-CHH-reduced-by-ion,4869.166,2435.087,1623.727,1218.047,974.639,812.368,696.459,609.528
DiSul-cz-ion,4869.309,2435.158,1623.775,1218.083,974.668,812.391,696.479,609.545
PO-CHH-reduced-by-ion,4870.15,2435.579,1624.055,1218.293,974.836,812.532,696.6,609.651
DiSul-cz-ion,4870.312,2435.66,1624.109,1218.334,974.869,812.559,696.623,609.671
DiSul-by-ion,4871.178,2436.093,1624.398,1218.55,975.042,812.703,696.746,609.779
DiSul-by-ion,4871.226,2436.117,1624.414,1218.562,975.051,812.711,696.753,609.785
DiSul-by-ion,4877.174,2439.091,1626.397,1220.049,976.241,813.702,697.603,610.529
DiSul-by-ion,4877.386,2439.197,1626.467,1220.102,976.283,813.738,697.633,610.555
DiSul-by-ion,4878.355,2439.681,1626.79,1220.345,976.477,813.899,697.772,610.676
DiSul-by-ion,4878.37,2439.689,1626.795,1220.348,976.48,813.902,697.774,610.678
DiSul-by-ion,4879.339,2440.173,1627.118,1220.591,976.674,814.063,697.912,610.799
DiSul-cz-ion,4879.377,2440.193,1627.131,1220.6,976.682,814.069,697.918,610.804
DiSul-by-ion,4880.168,2440.588,1627.394,1220.798,976.84,814.201,698.031,610.903
DiSul-cz-ion,4880.347,2440.677,1627.454,1220.843,976.876,814.231,698.056,610.925
DiSul-cz-ion,4880.385,2440.696,1627.467,1220.852,976.883,814.237,698.062,610.93
DiSul-by-ion,4881.163,2441.085,1627.726,1221.047,977.039,814.367,698.173,611.027
DiSul-cz-ion,4881.355,2441.181,1627.79,1221.095,977.077,814.399,698.2,611.051
DiSul-cz-ion,4881.389,2441.198,1627.801,1221.103,977.084,814.405,698.205,611.055
DiSul-by-ion,4882.147,2441.577,1628.054,1221.293,977.236,814.531,698.313,611.15
DiSul-cz-ion,4882.358,2441.683,1628.125,1221.345,977.278,814.566,698.344,611.177
DiSul-cz-ion,4882.392,2441.7,1628.136,1221.354,977.285,814.572,698.348,611.181
DiSul-by-ion,4883.316,2442.162,1628.444,1221.585,977.469,814.726,698.48,611.296
DiSul-cz-ion,4883.361,2442.185,1628.459,1221.596,977.479,814.733,698.487,611.302
DiSul-cz-ion,4884.204,2442.606,1628.74,1221.807,977.647,814.874,698.607,611.407
DiSul-by-ion,4885.212,2443.11,1629.076,1222.059,977.849,815.042,698.751,611.533
SG-CHH-pyro-Q-reduced-by-ion,4886.127,2443.568,1629.381,1222.288,978.032,815.194,698.882,611.648
PO-CHH-pyro-Q-reduced-cz-ion,4886.169,2443.588,1629.395,1222.298,978.04,815.201,698.888,611.653
DiSul-cz-ion,4886.215,2443.611,1629.41,1222.31,978.049,815.209,698.895,611.659
PO-CHH-reduced-by-ion,4887.177,2444.092,1629.731,1222.55,978.242,815.369,699.032,611.779
DiSul-cz-ion,4887.219,2444.113,1629.745,1222.561,978.25,815.376,699.038,611.784
PO-CHH-pyro-Q-reduced-cz-ion,4888.18,2444.594,1630.065,1222.801,978.442,815.537,699.175,611.904
PO-CHH-pyro-Q-reduced-cz-ion,4889.183,2445.096,1630.4,1223.052,978.643,815.704,699.319,612.03
DiSul-by-ion,4889.476,2445.242,1630.497,1223.125,978.701,815.753,699.36,612.066
DiSul-by-ion,4890.152,2445.58,1630.722,1223.294,978.837,815.865,699.457,612.151
DiSul-by-ion,4890.46,2445.734,1630.825,1223.371,978.898,815.917,699.501,612.189
DiSul-by-ion,4891.136,2446.072,1631.05,1223.54,979.033,816.029,699.598,612.274
DiSul-cz-ion,4891.468,2446.238,1631.161,1223.623,979.1,816.085,699.645,612.315
DiSul-cz-ion,4892.476,2446.742,1631.497,1223.875,979.301,816.253,699.789,612.441
DiSul-cz-ion,4893.479,2447.243,1631.832,1224.126,979.502,816.42,699.932,612.567
DiSul-by-ion,4894.201,2447.604,1632.072,1224.306,979.646,816.54,700.035,612.657
DiSul-cz-ion,4894.482,2447.745,1632.166,1224.376,979.703,816.587,700.076,612.692
DiSul-by-ion,4895.396,2448.202,1632.471,1224.605,979.885,816.739,700.206,612.806
DiSul-by-ion,4896.366,2448.687,1632.794,1224.847,980.079,816.901,700.345,612.928
DiSul-by-ion,4897.194,2449.101,1633.07,1225.054,980.245,817.039,700.463,613.031
DiSul-cz-ion,4898.166,2449.587,1633.394,1225.297,980.439,817.201,700.602,613.153
DiSul-by-ion,4899.173,2450.091,1633.73,1225.549,980.641,817.369,700.746,613.278
DiSul-cz-ion,4900.177,2450.592,1634.064,1225.8,980.842,817.536,700.889,613.404
DiSul-cz-ion,4901.18,2451.094,1634.399,1226.051,981.042,817.703,701.032,613.529
DiSul-cz-ion,4901.231,2451.119,1634.415,1226.064,981.052,817.712,701.04,613.536
DiSul-cz-ion,4902.238,2451.623,1634.751,1226.315,981.254,817.88,701.184,613.662
SG-CHH-pyro-Q-reduced-by-ion,4903.154,2452.081,1635.056,1226.544,981.437,818.032,701.314,613.776
PO-CHH-reduced-cz-ion,4903.195,2452.102,1635.07,1226.555,981.445,818.039,701.32,613.781
DiSul-cz-ion,4903.242,2452.125,1635.086,1226.566,981.455,818.047,701.327,613.787
DiSul-by-ion,4904.185,2452.597,1635.4,1226.802,981.643,818.204,701.462,613.905
PO-CHH-reduced-cz-ion,4904.203,2452.606,1635.406,1226.807,981.647,818.207,701.464,613.907
DiSul-cz-ion,4904.245,2452.626,1635.42,1226.817,981.655,818.214,701.47,613.912
DiSul-by-ion,4905.169,2453.089,1635.728,1227.048,981.84,818.368,701.602,614.028
PO-CHH-reduced-cz-ion,4905.207,2453.107,1635.741,1227.058,981.848,818.374,701.608,614.033
PO-CHH-reduced-cz-ion,4906.21,2453.609,1636.075,1227.308,982.048,818.542,701.751,614.158
DiSul-by-ion,4907.178,2454.093,1636.398,1227.55,982.242,818.703,701.889,614.279
DiSul-by-ion,4907.487,2454.247,1636.501,1227.628,982.304,818.754,701.933,614.318
DiSul-by-ion,4908.162,2454.585,1636.726,1227.796,982.439,818.867,702.03,614.402
DiSul-by-ion,4911.227,2456.118,1637.748,1228.563,983.052,819.378,702.468,614.785
SG-CHH-pyro-Q-reduced-by-ion,4913.138,2457.073,1638.385,1229.04,983.434,819.696,702.741,615.024
SG-CHH-pyro-Q-reduced-by-ion,4914.122,2457.565,1638.713,1229.286,983.631,819.86,702.881,615.147
DiSul-cz-ion,4915.192,2458.1,1639.069,1229.554,983.845,820.039,703.034,615.281
DiSul-cz-ion,4916.2,2458.604,1639.405,1229.806,984.046,820.207,703.178,615.407
DiSul-by-ion,4916.309,2458.659,1639.442,1229.833,984.068,820.225,703.194,615.42
DiSul-cz-ion,4917.203,2459.106,1639.74,1230.057,984.247,820.374,703.321,615.532
DiSul-by-ion,4917.293,2459.151,1639.77,1230.079,984.265,820.389,703.334,615.543
DiSul-cz-ion,4918.207,2459.607,1640.074,1230.308,984.448,820.541,703.465,615.658
DiSul-cz-ion,4918.301,2459.654,1640.106,1230.331,984.466,820.557,703.478,615.669
DiSul-cz-ion,4919.309,2460.158,1640.442,1230.583,984.668,820.725,703.622,615.795
SG-CHH-reduced-by-ion,4920.18,2460.594,1640.732,1230.801,984.842,820.87,703.747,615.904
DiSul-cz-ion,4920.312,2460.66,1640.776,1230.834,984.869,820.892,703.766,615.921
DiSul-by-ion,4921.212,2461.11,1641.076,1231.059,985.049,821.042,703.894,616.033
DiSul-cz-ion,4921.316,2461.162,1641.11,1231.085,985.069,821.059,703.909,616.046
DiSul-by-ion,4922.196,2461.602,1641.404,1231.305,985.245,821.206,704.035,616.156
SG-CHH-pyro-Q-reduced-by-ion,4922.356,2461.682,1641.457,1231.345,985.278,821.233,704.058,616.176
SG-CHH-pyro-Q-reduced-by-ion,4923.34,2462.174,1641.785,1231.591,985.474,821.397,704.198,616.299
DiSul-by-ion,4924.157,2462.583,1642.058,1231.795,985.638,821.533,704.315,616.401
DiSul-cz-ion,4924.181,2462.594,1642.066,1231.801,985.642,821.537,704.318,616.404
SG-CHH-pyro-Q-reduced-cz-ion,4924.348,2462.678,1642.121,1231.843,985.676,821.565,704.342,616.425
DiSul-by-ion,4925.189,2463.098,1642.402,1232.053,985.844,821.705,704.462,616.53
SG-CHH-pyro-Q-reduced-cz-ion,4925.356,2463.182,1642.457,1232.095,985.877,821.733,704.486,616.551
DiSul-cz-ion,4926.192,2463.6,1642.736,1232.304,986.045,821.872,704.606,616.656
SG-CHH-pyro-Q-reduced-cz-ion,4926.359,2463.684,1642.792,1232.346,986.078,821.9,704.629,616.677
DiSul-cz-ion,4927.196,2464.102,1643.07,1232.555,986.245,822.039,704.749,616.781
SG-CHH-pyro-Q-reduced-cz-ion,4927.363,2464.185,1643.126,1232.597,986.279,822.067,704.773,616.802
PO-CHH-pyro-Q-reduced-by-ion,4928.138,2464.573,1643.384,1232.79,986.434,822.196,704.884,616.899
SG-CHH-reduced-by-ion,4930.165,2465.586,1644.06,1233.297,986.839,822.534,705.173,617.152
SG-CHH-pyro-Q-reduced-by-ion,4931.149,2466.078,1644.388,1233.543,987.036,822.698,705.314,617.275
DiSul-by-ion,4934.32,2467.664,1645.445,1234.336,987.67,823.227,705.767,617.672
DiSul-by-ion,4937.207,2469.107,1646.407,1235.058,988.248,823.708,706.179,618.033
DiSul-cz-ion,4938.215,2469.611,1646.743,1235.31,988.449,823.876,706.323,618.159
DiSul-by-ion,4939.222,2470.115,1647.079,1235.561,988.651,824.044,706.467,618.285
DiSul-cz-ion,4940.226,2470.617,1647.414,1235.812,988.851,824.211,706.61,618.41
SG-CHH-pyro-Q-reduced-by-ion,4940.367,2470.687,1647.461,1235.848,988.88,824.234,706.631,618.428
DiSul-by-ion,4941.184,2471.096,1647.733,1236.052,989.043,824.371,706.747,618.53
DiSul-cz-ion,4941.208,2471.108,1647.741,1236.058,989.048,824.375,706.751,618.533
DiSul-cz-ion,4941.229,2471.118,1647.748,1236.063,989.052,824.378,706.754,618.535
DiSul-cz-ion,4942.216,2471.612,1648.077,1236.31,989.249,824.543,706.895,618.659
DiSul-cz-ion,4943.219,2472.113,1648.411,1236.561,989.45,824.71,707.038,618.784
DiSul-cz-ion,4944.222,2472.615,1648.746,1236.811,989.651,824.877,707.181,618.91
PO-CHH-reduced-by-ion,4945.164,2473.086,1649.06,1237.047,989.839,825.034,707.316,619.027
SG-CHH-pyro-Q-reduced-cz-ion,4947.168,2474.088,1649.728,1237.548,990.24,825.368,707.602,619.278
SG-CHH-reduced-by-ion,4948.175,2474.592,1650.064,1237.8,990.441,825.536,707.746,619.404
SG-CHH-pyro-Q-reduced-cz-ion,4949.179,2475.093,1650.398,1238.051,990.642,825.703,707.889,619.529
SG-CHH-pyro-Q-reduced-cz-ion,4950.182,2475.595,1650.733,1238.301,990.843,825.87,708.033,619.655
DiSul-by-ion,4951.168,2476.088,1651.061,1238.548,991.04,826.035,708.174,619.778
DiSul-by-ion,4952.152,2476.58,1651.389,1238.794,991.237,826.199,708.314,619.901
DiSul-by-ion,4954.209,2477.608,1652.075,1239.308,991.648,826.541,708.608,620.158
DiSul-by-ion,4954.233,2477.621,1652.083,1239.314,991.653,826.545,708.611,620.161
PO-CHH-pyro-Q-reduced-by-ion,4955.149,2478.078,1652.388,1239.543,991.836,826.698,708.742,620.275
DiSul-by-ion,4955.193,2478.1,1652.403,1239.554,991.845,826.705,708.749,620.281
DiSul-cz-ion,4955.241,2478.124,1652.419,1239.566,991.854,826.713,708.755,620.287
PO-CHH-pyro-Q-reduced-by-ion,4956.133,2478.57,1652.716,1239.789,992.033,826.862,708.883,620.398
DiSul-cz-ion,4956.2,2478.604,1652.739,1239.806,992.046,826.873,708.892,620.407
DiSul-cz-ion,4956.249,2478.628,1652.755,1239.818,992.056,826.881,708.899,620.413
DiSul-cz-ion,4957.208,2479.108,1653.075,1240.058,992.248,827.041,709.036,620.533
DiSul-cz-ion,4957.252,2479.13,1653.089,1240.069,992.257,827.049,709.043,620.538
DiSul-by-ion,4958.21,2479.609,1653.409,1240.308,992.448,827.208,709.18,620.658
DiSul-cz-ion,4958.212,2479.61,1653.409,1240.309,992.449,827.209,709.18,620.658
DiSul-cz-ion,4958.256,2479.632,1653.424,1240.32,992.457,827.216,709.186,620.664
DiSul-cz-ion,4959.215,2480.111,1653.744,1240.56,992.649,827.376,709.323,620.784
PO-CHH-reduced-by-ion,4960.256,2480.632,1654.09,1240.82,992.857,827.549,709.472,620.914
PO-CHH-reduced-by-ion,4961.24,2481.124,1654.418,1241.066,993.054,827.713,709.612,621.037
PO-CHH-reduced-by-ion,4962.191,2481.599,1654.736,1241.304,993.244,827.872,709.748,621.156
PO-CHH-pyro-Q-reduced-cz-ion,4962.247,2481.628,1654.754,1241.318,993.256,827.881,709.756,621.163
PO-CHH-pyro-Q-reduced-cz-ion,4963.255,2482.131,1655.09,1241.57,993.457,828.049,709.9,621.289
SG-CHH-reduced-cz-ion,4964.194,2482.601,1655.403,1241.804,993.645,828.206,710.034,621.406
DiSul-by-ion,4964.218,2482.613,1655.411,1241.81,993.65,828.21,710.038,621.409
PO-CHH-pyro-Q-reduced-cz-ion,4964.259,2482.633,1655.425,1241.821,993.658,828.216,710.044,621.414
DiSul-by-ion,4965.202,2483.105,1655.739,1242.056,993.847,828.374,710.178,621.532
PO-CHH-pyro-Q-reduced-cz-ion,4965.262,2483.135,1655.759,1242.071,993.859,828.384,710.187,621.54
SG-CHH-reduced-cz-ion,4966.205,2483.607,1656.074,1242.307,994.047,828.541,710.322,621.657
DiSul-by-ion,4966.299,2483.653,1656.105,1242.331,994.066,828.556,710.335,621.669
SG-CHH-reduced-cz-ion,4967.209,2484.108,1656.408,1242.558,994.248,828.708,710.465,621.783
DiSul-by-ion,4967.283,2484.145,1656.433,1242.577,994.263,828.72,710.476,621.792
DiSul-by-ion,4968.195,2484.601,1656.737,1242.805,994.445,828.872,710.606,621.906
DiSul-cz-ion,4968.291,2484.649,1656.769,1242.829,994.464,828.888,710.62,621.918
DiSul-by-ion,4969.179,2485.093,1657.065,1243.051,994.642,829.036,710.747,622.029
DiSul-cz-ion,4969.299,2485.153,1657.105,1243.081,994.666,829.056,710.764,622.044
DiSul-cz-ion,4970.302,2485.655,1657.439,1243.331,994.867,829.224,710.907,622.17
DiSul-by-ion,4971.26,2486.134,1657.758,1243.571,995.058,829.383,711.044,622.289
DiSul-cz-ion,4971.305,2486.157,1657.774,1243.582,995.067,829.391,711.05,622.295
PO-CHH-reduced-by-ion,4972.175,2486.592,1658.064,1243.8,995.241,829.536,711.175,622.404
DiSul-by-ion,4972.219,2486.613,1658.078,1243.811,995.25,829.543,711.181,622.409
PO-CHH-reduced-by-ion,4973.159,2487.084,1658.392,1244.046,995.438,829.7,711.315,622.527
