peptide,1,2,3,4,5,6,7,8
DiSul-cz-ion,4547.164,2274.086,1516.393,1137.547,910.239,758.701,650.459,569.277
DiSul-by-ion,4548.139,2274.573,1516.718,1137.791,910.434,758.863,650.598,569.399
DiSul-cz-ion,4548.171,2274.59,1516.729,1137.799,910.441,758.868,650.603,569.403
DiSul-cz-ion,4549.175,2275.091,1517.063,1138.05,910.641,759.036,650.746,569.529
DiSul-cz-ion,4550.142,2275.575,1517.386,1138.291,910.835,759.197,650.884,569.65
DiSul-cz-ion,4550.178,2275.593,1517.398,1138.3,910.842,759.203,650.889,569.654
DiSul-cz-ion,4551.054,2276.031,1517.69,1138.519,911.017,759.349,651.014,569.764
DiSul-cz-ion,4551.149,2276.079,1517.722,1138.543,911.036,759.365,651.028,569.775
DiSul-by-ion,4552.061,2276.534,1518.026,1138.771,911.218,759.517,651.158,569.889
DiSul-cz-ion,4552.062,2276.535,1518.026,1138.771,911.219,759.517,651.158,569.89
DiSul-cz-ion,4552.153,2276.58,1518.056,1138.794,911.237,759.532,651.171,569.901
DiSul-cz-ion,4553.065,2277.036,1518.36,1139.022,911.419,759.684,651.302,570.015
DiSul-cz-ion,4553.156,2277.082,1518.391,1139.045,911.438,759.699,651.315,570.026
DiSul-cz-ion,4554.068,2277.538,1518.695,1139.273,911.62,759.851,651.445,570.14
DiSul-by-ion,4558.123,2279.565,1520.046,1140.287,912.431,760.527,652.024,570.647
DiSul-by-ion,4558.221,2279.614,1520.079,1140.311,912.45,760.543,652.038,570.659
DiSul-by-ion,4559.107,2280.057,1520.374,1140.533,912.628,760.691,652.165,570.77
DiSul-by-ion,4559.133,2280.071,1520.383,1140.539,912.633,760.695,652.169,570.773
DiSul-by-ion,4559.205,2280.106,1520.407,1140.557,912.647,760.707,652.179,570.782
DiSul-by-ion,4560.019,2280.513,1520.678,1140.761,912.81,760.843,652.295,570.884
DiSul-by-ion,4560.117,2280.563,1520.711,1140.785,912.83,760.859,652.309,570.896
DiSul-cz-ion,4560.213,2280.61,1520.743,1140.809,912.849,760.875,652.323,570.908
DiSul-cz-ion,4561.125,2281.066,1521.047,1141.037,913.031,761.027,652.453,571.022
DiSul-cz-ion,4561.221,2281.114,1521.079,1141.061,913.05,761.043,652.467,571.034
DiSul-cz-ion,4562.076,2281.542,1521.364,1141.275,913.222,761.186,652.589,571.141
DiSul-cz-ion,4562.133,2281.57,1521.383,1141.289,913.233,761.195,652.597,571.148
DiSul-cz-ion,4562.224,2281.616,1521.413,1141.312,913.251,761.211,652.61,571.16
DiSul-by-ion,4563.084,2282.046,1521.7,1141.527,913.423,761.354,652.733,571.267
DiSul-cz-ion,4563.136,2282.072,1521.717,1141.54,913.434,761.363,652.74,571.274
DiSul-by-ion,4563.182,2282.095,1521.733,1141.551,913.443,761.37,652.747,571.28
DiSul-cz-ion,4563.227,2282.118,1521.748,1141.563,913.452,761.378,652.753,571.285
DiSul-cz-ion,4564.087,2282.548,1522.034,1141.778,913.624,761.521,652.876,571.393
DiSul-cz-ion,4564.14,2282.574,1522.052,1141.791,913.634,761.53,652.884,571.399
DiSul-cz-ion,4565.091,2283.049,1522.369,1142.029,913.824,761.688,653.02,571.518
SG-CHH-pyro-Q-reduced-by-ion,4565.18,2283.094,1522.399,1142.051,913.842,761.703,653.032,571.529
SG-CHH-pyro-Q-reduced-by-ion,4566.164,2283.586,1522.727,1142.297,914.039,761.867,653.173,571.652
SG-CHH-pyro-Q-reduced-cz-ion,4567.172,2284.09,1523.063,1142.549,914.241,762.035,653.317,571.778
SG-CHH-pyro-Q-reduced-cz-ion,4568.18,2284.594,1523.398,1142.801,914.442,762.203,653.461,571.904
SG-CHH-pyro-Q-reduced-cz-ion,4569.183,2285.095,1523.733,1143.052,914.643,762.37,653.604,572.03
SG-CHH-pyro-Q-reduced-cz-ion,4570.187,2285.597,1524.067,1143.303,914.844,762.538,653.748,572.155
DiSul-by-ion,4573.068,2287.038,1525.028,1144.023,915.42,763.018,654.159,572.515
DiSul-cz-ion,4575.126,2288.067,1525.714,1144.537,915.831,763.361,654.453,572.773
DiSul-by-ion,4576.134,2288.571,1526.05,1144.789,916.033,763.529,654.597,572.899
DiSul-by-ion,4576.232,2288.62,1526.082,1144.814,916.053,763.545,654.611,572.911
DiSul-by-ion,4577.046,2289.027,1526.354,1145.017,916.215,763.681,654.728,573.013
DiSul-cz-ion,4577.137,2289.072,1526.384,1145.04,916.234,763.696,654.741,573.024
DiSul-by-ion,4577.144,2289.076,1526.386,1145.042,916.235,763.697,654.742,573.025
DiSul-cz-ion,4578.14,2289.574,1526.719,1145.291,916.434,763.863,654.884,573.149
DiSul-cz-ion,4579.103,2290.055,1527.039,1145.532,916.627,764.024,655.021,573.27
DiSul-cz-ion,4580.111,2290.559,1527.375,1145.784,916.828,764.192,655.165,573.396
DiSul-cz-ion,4581.114,2291.061,1527.71,1146.034,917.029,764.359,655.309,573.521
SG-CHH-pyro-Q-reduced-by-ion,4582.043,2291.525,1528.02,1146.267,917.215,764.514,655.441,573.637
DiSul-cz-ion,4582.117,2291.563,1528.044,1146.285,917.23,764.526,655.452,573.646
SG-CHH-pyro-Q-reduced-by-ion,4583.191,2292.099,1528.402,1146.554,917.444,764.705,655.605,573.781
DiSul-by-ion,4587.03,2294.019,1529.682,1147.513,918.212,765.345,656.154,574.261
DiSul-by-ion,4588.014,2294.511,1530.01,1147.759,918.409,765.509,656.294,574.384
DiSul-by-ion,4589.158,2295.083,1530.391,1148.045,918.638,765.7,656.458,574.527
DiSul-by-ion,4590.095,2295.551,1530.704,1148.28,918.825,765.856,656.592,574.644
DiSul-by-ion,4590.142,2295.575,1530.719,1148.291,918.835,765.864,656.598,574.65
DiSul-cz-ion,4591.15,2296.079,1531.055,1148.543,919.036,766.032,656.742,574.776
DiSul-cz-ion,4592.152,2296.58,1531.389,1148.794,919.237,766.199,656.886,574.901
DiSul-cz-ion,4592.158,2296.583,1531.391,1148.795,919.238,766.2,656.886,574.902
DiSul-cz-ion,4593.16,2297.084,1531.725,1149.046,919.438,766.367,657.03,575.027
DiSul-cz-ion,4593.161,2297.084,1531.726,1149.046,919.438,766.367,657.03,575.027
DiSul-by-ion,4594.072,2297.54,1532.029,1149.274,919.621,766.519,657.16,575.141
DiSul-cz-ion,4594.163,2297.586,1532.06,1149.297,919.639,766.534,657.173,575.152
DiSul-cz-ion,4594.165,2297.586,1532.06,1149.297,919.639,766.534,657.173,575.152
DiSul-cz-ion,4595.167,2298.087,1532.394,1149.548,919.84,766.701,657.316,575.278
SG-CHH-pyro-Q-reduced-by-ion,4599.07,2300.039,1533.695,1150.523,920.62,767.352,657.874,575.766
DiSul-by-ion,4600.079,2300.544,1534.032,1150.776,920.822,767.52,658.018,575.892
DiSul-by-ion,4601.063,2301.036,1534.36,1151.022,921.019,767.684,658.159,576.015
DiSul-by-ion,4602.03,2301.519,1534.682,1151.263,921.212,767.845,658.297,576.136
DiSul-by-ion,4604.057,2302.532,1535.357,1151.77,921.618,768.183,658.586,576.389
DiSul-by-ion,4605.041,2303.024,1535.685,1152.016,921.814,768.347,658.727,576.512
DiSul-by-ion,4607.122,2304.065,1536.379,1152.536,922.231,768.694,659.024,576.772
DiSul-by-ion,4607.169,2304.088,1536.395,1152.548,922.24,768.701,659.031,576.778
SG-CHH-pyro-Q-reduced-by-ion,4609.054,2305.031,1537.023,1153.019,922.617,769.016,659.3,577.014
SG-CHH-pyro-Q-reduced-by-ion,4610.038,2305.523,1537.351,1153.265,922.814,769.18,659.441,577.137
DiSul-by-ion,4613.329,2307.168,1538.448,1154.088,923.472,769.728,659.911,577.548
DiSul-by-ion,4614.313,2307.66,1538.776,1154.334,923.669,769.892,660.051,577.671
DiSul-by-ion,4615.079,2308.043,1539.032,1154.526,923.822,770.02,660.161,577.767
DiSul-cz-ion,4615.321,2308.164,1539.112,1154.586,923.87,770.06,660.195,577.797
SG-CHH-reduced-by-ion,4616.096,2308.552,1539.371,1154.78,924.026,770.189,660.306,577.894
DiSul-cz-ion,4616.328,2308.668,1539.448,1154.838,924.072,770.228,660.339,577.923
DiSul-by-ion,4617.106,2309.057,1539.707,1155.032,924.227,770.358,660.45,578.02
DiSul-cz-ion,4617.332,2309.17,1539.782,1155.089,924.273,770.395,660.483,578.048
DiSul-by-ion,4618.09,2309.549,1540.035,1155.278,924.424,770.522,660.591,578.143
DiSul-cz-ion,4618.335,2309.671,1540.117,1155.34,924.473,770.562,660.626,578.174
DiSul-by-ion,4619.056,2310.032,1540.357,1155.52,924.617,770.683,660.729,578.264
DiSul-cz-ion,4621.059,2311.034,1541.025,1156.021,925.018,771.016,661.015,578.514
DiSul-by-ion,4622.067,2311.537,1541.361,1156.273,925.22,771.184,661.159,578.64
DiSul-cz-ion,4623.07,2312.039,1541.695,1156.523,925.42,771.352,661.302,578.766
DiSul-cz-ion,4624.074,2312.541,1542.03,1156.774,925.621,771.519,661.446,578.891
SG-CHH-reduced-by-ion,4626.081,2313.544,1542.699,1157.276,926.022,771.853,661.733,579.142
SG-CHH-pyro-Q-reduced-by-ion,4627.065,2314.036,1543.027,1157.522,926.219,772.017,661.873,579.265
DiSul-by-ion,4629.041,2315.024,1543.685,1158.016,926.614,772.347,662.155,579.512
DiSul-by-ion,4630.025,2315.516,1544.013,1158.262,926.811,772.511,662.296,579.635
DiSul-by-ion,4631.339,2316.174,1544.452,1158.591,927.074,772.73,662.484,579.799
DiSul-by-ion,4632.106,2316.557,1544.707,1158.782,927.227,772.858,662.593,579.895
DiSul-cz-ion,4634.109,2317.558,1545.375,1159.283,927.628,773.191,662.879,580.145
DiSul-by-ion,4635.044,2318.026,1545.687,1159.517,927.815,773.347,663.013,580.262
DiSul-by-ion,4635.116,2318.062,1545.711,1159.535,927.83,773.359,663.023,580.271
DiSul-by-ion,4636.028,2318.518,1546.015,1159.763,928.012,773.511,663.154,580.385
DiSul-by-ion,4636.083,2318.545,1546.033,1159.777,928.023,773.52,663.161,580.392
DiSul-cz-ion,4636.12,2318.564,1546.045,1159.786,928.03,773.527,663.167,580.397
DiSul-cz-ion,4637.036,2319.022,1546.351,1160.015,928.213,773.679,663.298,580.511
DiSul-cz-ion,4637.123,2319.065,1546.38,1160.037,928.231,773.694,663.31,580.522
DiSul-cz-ion,4638.044,2319.526,1546.686,1160.267,928.415,773.847,663.442,580.637
DiSul-cz-ion,4638.086,2319.547,1546.7,1160.277,928.423,773.854,663.448,580.643
DiSul-cz-ion,4639.047,2320.027,1547.021,1160.518,928.616,774.014,663.585,580.763
DiSul-cz-ion,4639.094,2320.051,1547.036,1160.529,928.625,774.022,663.592,580.769
DiSul-cz-ion,4640.05,2320.529,1547.355,1160.768,928.816,774.182,663.728,580.888
DiSul-cz-ion,4640.097,2320.552,1547.371,1160.78,928.826,774.189,663.735,580.894
PO-CHH-reduced-by-ion,4641.091,2321.049,1547.702,1161.029,929.024,774.355,663.877,581.018
DiSul-cz-ion,4641.1,2321.054,1547.705,1161.031,929.026,774.357,663.878,581.019
PO-CHH-reduced-by-ion,4642.075,2321.541,1548.03,1161.275,929.221,774.519,664.017,581.141
DiSul-by-ion,4642.09,2321.549,1548.035,1161.278,929.224,774.522,664.02,581.143
DiSul-by-ion,4643.074,2322.041,1548.363,1161.524,929.421,774.686,664.16,581.266
SG-CHH-pyro-Q-reduced-cz-ion,4643.083,2322.046,1548.366,1161.527,929.423,774.687,664.161,581.267
SG-CHH-reduced-by-ion,4644.091,2322.549,1548.702,1161.779,929.624,774.855,664.305,581.393
PO-CHH-pyro-Q-reduced-cz-ion,4645.094,2323.051,1549.037,1162.029,929.825,775.022,664.449,581.519
SG-CHH-pyro-Q-reduced-cz-ion,4645.095,2323.051,1549.037,1162.03,929.825,775.022,664.449,581.519
DiSul-by-ion,4646.067,2323.537,1549.361,1162.273,930.02,775.184,664.588,581.64
SG-CHH-pyro-Q-reduced-cz-ion,4646.098,2323.553,1549.371,1162.28,930.026,775.19,664.592,581.644
DiSul-by-ion,4646.165,2323.587,1549.394,1162.297,930.039,775.201,664.602,581.652
DiSul-by-ion,4647.051,2324.029,1549.689,1162.519,930.216,775.348,664.728,581.763
DiSul-by-ion,4647.149,2324.079,1549.722,1162.543,930.236,775.365,664.742,581.775
DiSul-cz-ion,4648.157,2324.582,1550.058,1162.795,930.438,775.533,664.886,581.901
DiSul-by-ion,4649.132,2325.07,1550.383,1163.039,930.633,775.695,665.026,582.023
DiSul-cz-ion,4649.165,2325.086,1550.393,1163.047,930.639,775.701,665.03,582.027
DiSul-cz-ion,4650.168,2325.588,1550.728,1163.298,930.84,775.868,665.174,582.153
DiSul-cz-ion,4651.135,2326.072,1551.05,1163.54,931.033,776.029,665.312,582.274
DiSul-cz-ion,4651.172,2326.09,1551.062,1163.549,931.041,776.035,665.317,582.278
DiSul-by-ion,4651.228,2326.118,1551.081,1163.563,931.052,776.045,665.325,582.285
DiSul-cz-ion,4652.143,2326.575,1551.386,1163.792,931.235,776.197,665.456,582.4
SG-CHH-pyro-Q-reduced-by-ion,4652.212,2326.61,1551.409,1163.809,931.249,776.209,665.466,582.408
DiSul-by-ion,4653.055,2327.031,1551.69,1164.02,931.417,776.349,665.586,582.514
DiSul-cz-ion,4653.146,2327.077,1551.721,1164.042,931.436,776.364,665.599,582.525
SG-CHH-pyro-Q-reduced-by-ion,4653.196,2327.102,1551.737,1164.055,931.445,776.373,665.606,582.531
DiSul-cz-ion,4653.22,2327.114,1551.745,1164.061,931.45,776.377,665.61,582.534
DiSul-cz-ion,4654.15,2327.579,1552.055,1164.293,931.636,776.532,665.742,582.651
SG-CHH-pyro-Q-reduced-cz-ion,4654.204,2327.606,1552.073,1164.307,931.647,776.541,665.75,582.657
DiSul-cz-ion,4654.228,2327.618,1552.081,1164.313,931.652,776.545,665.754,582.66
SG-CHH-pyro-Q-reduced-cz-ion,4655.212,2328.11,1552.409,1164.559,931.849,776.709,665.894,582.783
DiSul-cz-ion,4655.231,2328.119,1552.416,1164.564,931.852,776.712,665.897,582.786
SG-CHH-pyro-Q-reduced-cz-ion,4656.215,2328.611,1552.744,1164.81,932.049,776.876,666.037,582.909
DiSul-cz-ion,4656.234,2328.621,1552.75,1164.814,932.053,776.879,666.04,582.911
SG-CHH-pyro-Q-reduced-cz-ion,4657.219,2329.113,1553.078,1165.061,932.25,777.043,666.181,583.034
PO-CHH-reduced-by-ion,4659.102,2330.055,1553.706,1165.531,932.627,777.357,666.45,583.27
DiSul-by-ion,4659.116,2330.062,1553.711,1165.535,932.63,777.359,666.452,583.271
DiSul-by-ion,4659.215,2330.111,1553.743,1165.56,932.649,777.376,666.466,583.284
DiSul-by-ion,4660.1,2330.554,1554.039,1165.781,932.826,777.523,666.592,583.394
SG-CHH-reduced-cz-ion,4660.11,2330.559,1554.042,1165.783,932.828,777.525,666.594,583.396
DiSul-by-ion,4660.199,2330.603,1554.071,1165.806,932.846,777.54,666.607,583.407
SG-CHH-reduced-cz-ion,4661.118,2331.063,1554.378,1166.035,933.03,777.693,666.738,583.522
DiSul-cz-ion,4661.206,2331.107,1554.407,1166.057,933.048,777.708,666.75,583.533
SG-CHH-reduced-cz-ion,4662.121,2331.564,1554.712,1166.286,933.23,777.86,666.881,583.647
DiSul-cz-ion,4662.214,2331.611,1554.743,1166.309,933.249,777.876,666.894,583.659
DiSul-cz-ion,4663.07,2332.039,1555.028,1166.523,933.42,778.018,667.017,583.766
SG-CHH-reduced-cz-ion,4663.124,2332.066,1555.047,1166.537,933.431,778.027,667.024,583.772
DiSul-cz-ion,4663.218,2332.113,1555.078,1166.56,933.45,778.043,667.038,583.784
DiSul-by-ion,4664.078,2332.543,1555.364,1166.775,933.622,778.186,667.161,583.892
DiSul-by-ion,4664.176,2332.592,1555.397,1166.8,933.641,778.203,667.175,583.904
DiSul-cz-ion,4664.221,2332.614,1555.412,1166.811,933.65,778.21,667.181,583.909
DiSul-cz-ion,4665.081,2333.044,1555.699,1167.026,933.822,778.353,667.304,584.017
DiSul-cz-ion,4666.084,2333.546,1556.033,1167.277,934.023,778.521,667.447,584.142
SG-CHH-pyro-Q-reduced-by-ion,4669.075,2335.042,1557.03,1168.025,934.621,779.019,667.875,584.516
DiSul-by-ion,4669.239,2335.123,1557.085,1168.066,934.654,779.046,667.898,584.537
SG-CHH-pyro-Q-reduced-by-ion,4670.223,2335.615,1557.413,1168.312,934.851,779.21,668.039,584.66
DiSul-by-ion,4674.062,2337.535,1558.693,1169.271,935.619,779.85,668.587,585.14
DiSul-cz-ion,4676.119,2338.564,1559.378,1169.786,936.03,780.193,668.881,585.397
DiSul-by-ion,4677.127,2339.067,1559.714,1170.038,936.232,780.361,669.025,585.523
DiSul-by-ion,4677.225,2339.116,1559.747,1170.062,936.251,780.377,669.039,585.535
DiSul-cz-ion,4678.13,2339.569,1560.049,1170.288,936.432,780.528,669.168,585.648
DiSul-cz-ion,4679.134,2340.071,1560.383,1170.539,936.633,780.696,669.312,585.774
DiSul-cz-ion,4680.096,2340.552,1560.704,1170.78,936.826,780.856,669.449,585.894
DiSul-cz-ion,4681.104,2341.056,1561.04,1171.032,937.027,781.024,669.593,586.02
DiSul-cz-ion,4682.108,2341.558,1561.374,1171.283,937.228,781.191,669.736,586.145
DiSul-cz-ion,4683.111,2342.059,1561.709,1171.534,937.428,781.358,669.88,586.271
SG-CHH-pyro-Q-reduced-by-ion,4686.102,2343.555,1562.706,1172.281,938.027,781.857,670.307,586.645
DiSul-by-ion,4690.152,2345.58,1564.056,1173.294,938.837,782.532,670.886,587.151
DiSul-by-ion,4691.089,2346.048,1564.368,1173.528,939.024,782.688,671.019,587.268
DiSul-by-ion,4691.136,2346.072,1564.384,1173.54,939.033,782.696,671.026,587.274
DiSul-cz-ion,4692.144,2346.576,1564.72,1173.792,939.235,782.864,671.17,587.4
DiSul-cz-ion,4693.146,2347.077,1565.054,1174.042,939.435,783.031,671.313,587.525
DiSul-cz-ion,4693.151,2347.08,1565.056,1174.044,939.437,783.032,671.314,587.526
DiSul-cz-ion,4694.154,2347.581,1565.39,1174.294,939.637,783.199,671.457,587.651
DiSul-cz-ion,4694.155,2347.581,1565.39,1174.295,939.637,783.199,671.457,587.651
DiSul-cz-ion,4695.157,2348.082,1565.724,1174.545,939.838,783.366,671.601,587.776
DiSul-cz-ion,4695.158,2348.083,1565.725,1174.545,939.838,783.366,671.601,587.777
SG-CHH-pyro-Q-reduced-by-ion,4696.086,2348.547,1566.034,1174.777,940.023,783.521,671.733,587.893
DiSul-cz-ion,4696.16,2348.584,1566.059,1174.796,940.038,783.533,671.744,587.902
SG-CHH-pyro-Q-reduced-by-ion,4697.07,2349.039,1566.362,1175.023,940.22,783.685,671.874,588.016
DiSul-by-ion,4701.073,2351.04,1567.696,1176.024,941.021,784.352,672.446,588.516
DiSul-by-ion,4702.057,2351.532,1568.024,1176.27,941.218,784.516,672.586,588.639
SG-CHH-reduced-by-ion,4703.128,2352.068,1568.381,1176.538,941.432,784.695,672.739,588.773
DiSul-by-ion,4708.115,2354.561,1570.044,1177.785,942.429,785.526,673.452,589.396
DiSul-by-ion,4708.162,2354.585,1570.059,1177.796,942.439,785.534,673.458,589.402
PO-CHH-pyro-Q-reduced-by-ion,4711.086,2356.047,1571.034,1178.527,943.023,786.021,673.876,589.768
SG-CHH-reduced-by-ion,4713.113,2357.06,1571.709,1179.034,943.429,786.359,674.166,590.021
SG-CHH-pyro-Q-reduced-by-ion,4714.097,2357.552,1572.037,1179.28,943.626,786.523,674.306,590.144
DiSul-by-ion,4714.322,2357.665,1572.113,1179.336,943.671,786.56,674.338,590.172
DiSul-by-ion,4715.306,2358.157,1572.441,1179.582,943.868,786.724,674.479,590.295
DiSul-by-ion,4716.073,2358.54,1572.696,1179.774,944.021,786.852,674.589,590.391
DiSul-cz-ion,4716.314,2358.661,1572.777,1179.834,944.069,786.892,674.623,590.421
DiSul-cz-ion,4717.322,2359.165,1573.112,1180.086,944.271,787.06,674.767,590.547
DiSul-by-ion,4718.099,2359.554,1573.372,1180.281,944.426,787.19,674.878,590.644
DiSul-cz-ion,4718.325,2359.667,1573.447,1180.337,944.471,787.227,674.91,590.672
DiSul-by-ion,4719.083,2360.046,1573.7,1180.527,944.623,787.354,675.019,590.767
DiSul-cz-ion,4719.329,2360.168,1573.781,1180.588,944.672,787.395,675.054,590.798
PO-CHH-reduced-by-ion,4728.112,2364.56,1576.709,1182.784,946.429,788.859,676.308,591.896
SG-CHH-pyro-Q-reduced-cz-ion,4730.115,2365.562,1577.377,1183.285,946.829,789.192,676.595,592.146
SG-CHH-reduced-by-ion,4731.123,2366.066,1577.713,1183.537,947.031,789.36,676.739,592.272
SG-CHH-pyro-Q-reduced-cz-ion,4732.127,2366.567,1578.047,1183.788,947.232,789.528,676.882,592.398
DiSul-by-ion,4732.333,2366.67,1578.116,1183.839,947.273,789.562,676.911,592.423
DiSul-by-ion,4733.099,2367.053,1578.372,1184.031,947.426,789.69,677.021,592.519
SG-CHH-pyro-Q-reduced-cz-ion,4733.13,2367.069,1578.382,1184.038,947.432,789.695,677.025,592.523
DiSul-cz-ion,4735.102,2368.055,1579.039,1184.531,947.827,790.024,677.307,592.77
DiSul-by-ion,4736.11,2368.559,1579.375,1184.783,948.028,790.192,677.451,592.896
DiSul-by-ion,4736.132,2368.57,1579.382,1184.789,948.033,790.195,677.454,592.898
DiSul-cz-ion,4737.113,2369.061,1579.71,1185.034,948.229,790.359,677.594,593.021
PO-CHH-pyro-Q-reduced-by-ion,4738.097,2369.552,1580.037,1185.28,948.426,790.523,677.735,593.144
DiSul-cz-ion,4738.117,2369.562,1580.044,1185.285,948.43,790.526,677.738,593.146
PO-CHH-pyro-Q-reduced-by-ion,4739.081,2370.044,1580.365,1185.526,948.622,790.687,677.875,593.267
DiSul-by-ion,4743.083,2372.046,1581.7,1186.527,949.423,791.354,678.447,593.767
DiSul-by-ion,4744.067,2372.538,1582.028,1186.773,949.62,791.518,678.588,593.89
PO-CHH-reduced-by-ion,4745.139,2373.073,1582.385,1187.041,949.834,791.696,678.741,594.024
SG-CHH-reduced-cz-ion,4747.142,2374.075,1583.053,1187.541,950.235,792.03,679.027,594.275
SG-CHH-reduced-cz-ion,4748.15,2374.579,1583.388,1187.793,950.436,792.198,679.171,594.401
SG-CHH-reduced-cz-ion,4749.153,2375.08,1583.723,1188.044,950.637,792.365,679.314,594.526
DiSul-by-ion,4750.126,2375.567,1584.047,1188.287,950.831,792.528,679.453,594.648
SG-CHH-reduced-cz-ion,4750.156,2375.582,1584.057,1188.295,950.838,792.533,679.458,594.651
DiSul-cz-ion,4752.129,2376.568,1584.715,1188.788,951.232,792.861,679.739,594.898
DiSul-by-ion,4752.221,2376.615,1584.746,1188.811,951.251,792.877,679.753,594.909
DiSul-cz-ion,4753.137,2377.072,1585.051,1189.04,951.434,793.029,679.883,595.024
DiSul-by-ion,4753.158,2377.083,1585.058,1189.045,951.438,793.033,679.886,595.027
DiSul-by-ion,4753.205,2377.107,1585.074,1189.057,951.447,793.041,679.893,595.032
DiSul-cz-ion,4754.14,2377.574,1585.385,1189.291,951.634,793.197,680.027,595.149
DiSul-cz-ion,4754.213,2377.611,1585.41,1189.309,951.649,793.209,680.037,595.158
PO-CHH-reduced-by-ion,4755.123,2378.066,1585.713,1189.537,951.831,793.36,680.167,595.272
DiSul-cz-ion,4755.143,2378.076,1585.72,1189.542,951.835,793.364,680.17,595.275
DiSul-cz-ion,4755.221,2378.114,1585.746,1189.561,951.85,793.377,680.181,595.284
PO-CHH-reduced-by-ion,4756.107,2378.558,1586.041,1189.783,952.028,793.524,680.308,595.395
DiSul-cz-ion,4756.225,2378.616,1586.08,1189.812,952.051,793.544,680.325,595.41
DiSul-cz-ion,4757.228,2379.118,1586.414,1190.063,952.252,793.711,680.468,595.535
DiSul-by-ion,4760.11,2380.559,1587.375,1190.783,952.828,794.192,680.88,595.896
DiSul-by-ion,4760.208,2380.608,1587.408,1190.808,952.848,794.208,680.894,595.908
DiSul-by-ion,4761.094,2381.051,1587.703,1191.029,953.025,794.356,681.02,596.019
DiSul-by-ion,4761.192,2381.1,1587.736,1191.054,953.045,794.372,681.034,596.031
DiSul-by-ion,4762.147,2381.578,1588.054,1191.293,953.236,794.531,681.171,596.15
DiSul-cz-ion,4762.2,2381.604,1588.072,1191.306,953.246,794.54,681.178,596.157
DiSul-by-ion,4763.143,2382.075,1588.386,1191.542,953.435,794.697,681.313,596.275
DiSul-cz-ion,4763.208,2382.108,1588.408,1191.558,953.448,794.708,681.322,596.283
DiSul-by-ion,4764.127,2382.567,1588.714,1191.788,953.632,794.861,681.453,596.398
DiSul-cz-ion,4764.211,2382.609,1588.742,1191.809,953.648,794.875,681.465,596.408
DiSul-by-ion,4764.312,2382.66,1588.776,1191.834,953.669,794.892,681.48,596.421
DiSul-cz-ion,4765.215,2383.111,1589.077,1192.06,953.849,795.042,681.609,596.534
DiSul-by-ion,4765.296,2383.152,1589.104,1192.08,953.865,795.056,681.62,596.544
SG-CHH-pyro-Q-reduced-by-ion,4766.255,2383.631,1589.424,1192.32,954.057,795.216,681.757,596.664
DiSul-cz-ion,4766.304,2383.656,1589.44,1192.332,954.067,795.224,681.764,596.67
SG-CHH-pyro-Q-reduced-by-ion,4767.239,2384.123,1589.752,1192.566,954.254,795.38,681.898,596.787
DiSul-cz-ion,4767.312,2384.16,1589.776,1192.584,954.269,795.392,681.908,596.796
SG-CHH-pyro-Q-reduced-cz-ion,4768.247,2384.627,1590.088,1192.818,954.456,795.548,682.042,596.913
DiSul-cz-ion,4768.315,2384.661,1590.11,1192.835,954.469,795.559,682.052,596.921
SG-CHH-pyro-Q-reduced-cz-ion,4769.255,2385.131,1590.423,1193.07,954.657,795.716,682.186,597.039
DiSul-cz-ion,4769.318,2385.163,1590.445,1193.085,954.67,795.726,682.195,597.047
DiSul-by-ion,4770.185,2385.596,1590.733,1193.302,954.843,795.871,682.319,597.155
DiSul-by-ion,4770.232,2385.62,1590.749,1193.314,954.853,795.879,682.326,597.161
SG-CHH-pyro-Q-reduced-cz-ion,4770.258,2385.633,1590.758,1193.32,954.858,795.883,682.329,597.164
SG-CHH-pyro-Q-reduced-cz-ion,4771.261,2386.135,1591.092,1193.571,955.059,796.05,682.473,597.289
PO-CHH-pyro-Q-reduced-cz-ion,4772.126,2386.567,1591.381,1193.787,955.231,796.194,682.596,597.398
PO-CHH-reduced-by-ion,4773.134,2387.071,1591.716,1194.039,955.433,796.362,682.74,597.524
PO-CHH-pyro-Q-reduced-cz-ion,4774.137,2387.572,1592.051,1194.29,955.634,796.529,682.883,597.649
PO-CHH-pyro-Q-reduced-cz-ion,4775.14,2388.074,1592.385,1194.541,955.834,796.697,683.027,597.774
DiSul-by-ion,4776.392,2388.7,1592.803,1194.854,956.085,796.905,683.206,597.931
DiSul-cz-ion,4777.113,2389.06,1593.043,1195.034,956.229,797.025,683.309,598.021
DiSul-by-ion,4777.376,2389.192,1593.131,1195.1,956.281,797.069,683.346,598.054
DiSul-by-ion,4778.121,2389.564,1593.379,1195.286,956.43,797.193,683.453,598.147
DiSul-by-ion,4778.219,2389.613,1593.411,1195.311,956.45,797.21,683.467,598.159
DiSul-cz-ion,4778.384,2389.696,1593.466,1195.352,956.483,797.237,683.49,598.18
DiSul-cz-ion,4779.124,2390.066,1593.713,1195.537,956.631,797.361,683.596,598.272
DiSul-by-ion,4779.174,2390.091,1593.73,1195.549,956.641,797.369,683.603,598.279
DiSul-cz-ion,4779.392,2390.2,1593.802,1195.604,956.685,797.405,683.634,598.306
DiSul-cz-ion,4780.127,2390.568,1594.048,1195.788,956.832,797.528,683.739,598.398
DiSul-by-ion,4780.169,2390.589,1594.062,1195.798,956.84,797.535,683.745,598.403
