Target Sequence,File Name,MH,M,7
EmptyTargetSequence,EmptyFileName,9132.24996,9131.24212,1305.471
EmptyTargetSequence,EmptyFileName,9132.34096,9131.33312,1305.484
EmptyTargetSequence,EmptyFileName,9132.34796,9131.34012,1305.485
EmptyTargetSequence,EmptyFileName,9133.22996,9132.22212,1305.611
EmptyTargetSequence,EmptyFileName,9133.23696,9132.22912,1305.612
EmptyTargetSequence,EmptyFileName,9135.32996,9134.32212,1305.911
EmptyTargetSequence,EmptyFileName,9135.35796,9134.35012,1305.915
EmptyTargetSequence,EmptyFileName,9135.36496,9134.35712,1305.916
EmptyTargetSequence,EmptyFileName,9136.36596,9135.35812,1306.059
EmptyTargetSequence,EmptyFileName,9136.37296,9135.36512,1306.06
EmptyTargetSequence,EmptyFileName,9138.36796,9137.36012,1306.345
EmptyTargetSequence,EmptyFileName,9139.35496,9138.34712,1306.486
EmptyTargetSequence,EmptyFileName,9143.33796,9142.33012,1307.055
EmptyTargetSequence,EmptyFileName,9145.35396,9144.34612,1307.343
EmptyTargetSequence,EmptyFileName,9146.22896,9145.22112,1307.468
EmptyTargetSequence,EmptyFileName,9146.23596,9145.22812,1307.469
EmptyTargetSequence,EmptyFileName,9147.21596,9146.20812,1307.609
EmptyTargetSequence,EmptyFileName,9149.21096,9148.20312,1307.894
EmptyTargetSequence,EmptyFileName,9149.33696,9148.32912,1307.912
EmptyTargetSequence,EmptyFileName,9150.36596,9149.35812,1308.059
EmptyTargetSequence,EmptyFileName,9152.36096,9151.35312,1308.344
EmptyTargetSequence,EmptyFileName,9152.36796,9151.36012,1308.345
EmptyTargetSequence,EmptyFileName,9152.87896,9151.87112,1308.418
EmptyTargetSequence,EmptyFileName,9153.34796,9152.34012,1308.485
EmptyTargetSequence,EmptyFileName,9153.36896,9152.36112,1308.488
EmptyTargetSequence,EmptyFileName,9155.20996,9154.20212,1308.751
EmptyTargetSequence,EmptyFileName,9156.35796,9155.35012,1308.915
EmptyTargetSequence,EmptyFileName,9160.36196,9159.35412,1309.487
EmptyTargetSequence,EmptyFileName,9163.21096,9162.20312,1309.894
EmptyTargetSequence,EmptyFileName,9163.30896,9162.30112,1309.908
EmptyTargetSequence,EmptyFileName,9165.31096,9164.30312,1310.194
EmptyTargetSequence,EmptyFileName,9166.34696,9165.33912,1310.342
EmptyTargetSequence,EmptyFileName,9167.34796,9166.34012,1310.485
EmptyTargetSequence,EmptyFileName,9167.35496,9166.34712,1310.486
EmptyTargetSequence,EmptyFileName,9167.36196,9166.35412,1310.487
EmptyTargetSequence,EmptyFileName,9167.58596,9166.57812,1310.519
EmptyTargetSequence,EmptyFileName,9169.35696,9168.34912,1310.772
EmptyTargetSequence,EmptyFileName,9170.35096,9169.34312,1310.914
EmptyTargetSequence,EmptyFileName,9170.37196,9169.36412,1310.917
EmptyTargetSequence,EmptyFileName,9174.36196,9173.35412,1311.487
EmptyTargetSequence,EmptyFileName,9176.33596,9175.32812,1311.769
EmptyTargetSequence,EmptyFileName,9176.62296,9175.61512,1311.81
EmptyTargetSequence,EmptyFileName,9177.30896,9176.30112,1311.908
EmptyTargetSequence,EmptyFileName,9177.40696,9176.39912,1311.922
EmptyTargetSequence,EmptyFileName,9180.19996,9179.19212,1312.321
EmptyTargetSequence,EmptyFileName,9180.37496,9179.36712,1312.346
EmptyTargetSequence,EmptyFileName,9181.05396,9180.04612,1312.443
EmptyTargetSequence,EmptyFileName,9183.36396,9182.35612,1312.773
EmptyTargetSequence,EmptyFileName,9184.34396,9183.33612,1312.913
EmptyTargetSequence,EmptyFileName,9184.35096,9183.34312,1312.914
EmptyTargetSequence,EmptyFileName,9185.31696,9184.30912,1313.052
EmptyTargetSequence,EmptyFileName,9188.14496,9187.13712,1313.456
EmptyTargetSequence,EmptyFileName,9188.34096,9187.33312,1313.484
EmptyTargetSequence,EmptyFileName,9191.31596,9190.30812,1313.909
EmptyTargetSequence,EmptyFileName,9191.32296,9190.31512,1313.91
EmptyTargetSequence,EmptyFileName,9194.34696,9193.33912,1314.342
EmptyTargetSequence,EmptyFileName,9197.13296,9196.12512,1314.74
EmptyTargetSequence,EmptyFileName,9197.19596,9196.18812,1314.749
EmptyTargetSequence,EmptyFileName,9202.31296,9201.30512,1315.48
EmptyTargetSequence,EmptyFileName,9202.31996,9201.31212,1315.481
EmptyTargetSequence,EmptyFileName,9203.34196,9202.33412,1315.627
EmptyTargetSequence,EmptyFileName,9205.32296,9204.31512,1315.91
EmptyTargetSequence,EmptyFileName,9205.36496,9204.35712,1315.916
EmptyTargetSequence,EmptyFileName,9210.19496,9209.18712,1316.606
EmptyTargetSequence,EmptyFileName,9210.39796,9209.39012,1316.635
EmptyTargetSequence,EmptyFileName,9211.16096,9210.15312,1316.744
EmptyTargetSequence,EmptyFileName,9211.32196,9210.31412,1316.767
EmptyTargetSequence,EmptyFileName,9212.28096,9211.27312,1316.904
EmptyTargetSequence,EmptyFileName,9216.03996,9215.03212,1317.441
EmptyTargetSequence,EmptyFileName,9216.36196,9215.35412,1317.487
EmptyTargetSequence,EmptyFileName,9218.14696,9217.13912,1317.742
EmptyTargetSequence,EmptyFileName,9218.78396,9217.77612,1317.833
EmptyTargetSequence,EmptyFileName,9219.01496,9218.00712,1317.866
EmptyTargetSequence,EmptyFileName,9223.18696,9222.17912,1318.462
EmptyTargetSequence,EmptyFileName,9224.18796,9223.18012,1318.605
EmptyTargetSequence,EmptyFileName,9224.19496,9223.18712,1318.606
EmptyTargetSequence,EmptyFileName,9225.16096,9224.15312,1318.744
EmptyTargetSequence,EmptyFileName,9225.18896,9224.18112,1318.748
EmptyTargetSequence,EmptyFileName,9225.22396,9224.21612,1318.753
EmptyTargetSequence,EmptyFileName,9226.14796,9225.14012,1318.885
EmptyTargetSequence,EmptyFileName,9226.42096,9225.41312,1318.924
EmptyTargetSequence,EmptyFileName,9228.19196,9227.18412,1319.177
EmptyTargetSequence,EmptyFileName,9229.19996,9228.19212,1319.321
EmptyTargetSequence,EmptyFileName,9229.20696,9228.19912,1319.322
EmptyTargetSequence,EmptyFileName,9230.20096,9229.19312,1319.464
EmptyTargetSequence,EmptyFileName,9230.23596,9229.22812,1319.469
EmptyTargetSequence,EmptyFileName,9230.32696,9229.31912,1319.482
EmptyTargetSequence,EmptyFileName,9231.14596,9230.13812,1319.599
EmptyTargetSequence,EmptyFileName,9240.16196,9239.15412,1320.887
EmptyTargetSequence,EmptyFileName,9247.30196,9246.29412,1321.907
EmptyTargetSequence,EmptyFileName,9248.14896,9247.14112,1322.028
EmptyTargetSequence,EmptyFileName,9251.31996,9250.31212,1322.481
EmptyTargetSequence,EmptyFileName,9252.31396,9251.30612,1322.623
EmptyTargetSequence,EmptyFileName,9261.42096,9260.41312,1323.924
EmptyTargetSequence,EmptyFileName,9263.14296,9262.13512,1324.17
EmptyTargetSequence,EmptyFileName,9268.18996,9267.18212,1324.891
EmptyTargetSequence,EmptyFileName,9271.14396,9270.13612,1325.313
EmptyTargetSequence,EmptyFileName,9271.85796,9270.85012,1325.415
EmptyTargetSequence,EmptyFileName,9274.21696,9273.20912,1325.752
EmptyTargetSequence,EmptyFileName,9278.12996,9277.12212,1326.311
EmptyTargetSequence,EmptyFileName,9279.10296,9278.09512,1326.45
EmptyTargetSequence,EmptyFileName,9279.14496,9278.13712,1326.456
EmptyTargetSequence,EmptyFileName,9279.33396,9278.32612,1326.483
EmptyTargetSequence,EmptyFileName,9282.16196,9281.15412,1326.887
EmptyTargetSequence,EmptyFileName,9286.07496,9285.06712,1327.446
EmptyTargetSequence,EmptyFileName,9289.16196,9288.15412,1327.887
EmptyTargetSequence,EmptyFileName,9292.80896,9291.80112,1328.408
EmptyTargetSequence,EmptyFileName,9293.08196,9292.07412,1328.447
EmptyTargetSequence,EmptyFileName,9293.22196,9292.21412,1328.467
EmptyTargetSequence,EmptyFileName,9296.91796,9295.91012,1328.995
EmptyTargetSequence,EmptyFileName,9302.12596,9301.11812,1329.739
EmptyTargetSequence,EmptyFileName,9306.38196,9305.37412,1330.347
EmptyTargetSequence,EmptyFileName,9312.14296,9311.13512,1331.17
EmptyTargetSequence,EmptyFileName,9319.10096,9318.09312,1332.164
EmptyTargetSequence,EmptyFileName,9325.13496,9324.12712,1333.026
EmptyTargetSequence,EmptyFileName,9326.07296,9325.06512,1333.16
EmptyTargetSequence,EmptyFileName,9327.34696,9326.33912,1333.342
EmptyTargetSequence,EmptyFileName,9333.08696,9332.07912,1334.162
EmptyTargetSequence,EmptyFileName,9341.08796,9340.08012,1335.305
EmptyTargetSequence,EmptyFileName,9345.63796,9344.63012,1335.955
EmptyTargetSequence,EmptyFileName,9347.07996,9346.07212,1336.161
EmptyTargetSequence,EmptyFileName,9358.09796,9357.09012,1337.735
EmptyTargetSequence,EmptyFileName,9366.22496,9365.21712,1338.896
EmptyTargetSequence,EmptyFileName,9367.14896,9366.14112,1339.028
EmptyTargetSequence,EmptyFileName,9372.15396,9371.14612,1339.743
EmptyTargetSequence,EmptyFileName,9372.16096,9371.15312,1339.744
EmptyTargetSequence,EmptyFileName,9374.16996,9373.16212,1340.031
EmptyTargetSequence,EmptyFileName,9386.89596,9385.88812,1341.849
EmptyTargetSequence,EmptyFileName,9387.02896,9386.02112,1341.868
EmptyTargetSequence,EmptyFileName,9390.07396,9389.06612,1342.303
EmptyTargetSequence,EmptyFileName,9390.94896,9389.94112,1342.428
EmptyTargetSequence,EmptyFileName,9391.23596,9390.22812,1342.469
EmptyTargetSequence,EmptyFileName,9406.89496,9405.88712,1344.706
EmptyTargetSequence,EmptyFileName,9412.18696,9411.17912,1345.462
EmptyTargetSequence,EmptyFileName,9413.38396,9412.37612,1345.633
EmptyTargetSequence,EmptyFileName,9414.16796,9413.16012,1345.745
EmptyTargetSequence,EmptyFileName,9422.41396,9421.40612,1346.923
EmptyTargetSequence,EmptyFileName,9436.25296,9435.24512,1348.9
EmptyTargetSequence,EmptyFileName,9442.86796,9441.86012,1349.845
EmptyTargetSequence,EmptyFileName,9446.86496,9445.85712,1350.416
EmptyTargetSequence,EmptyFileName,9446.87196,9445.86412,1350.417
EmptyTargetSequence,EmptyFileName,9447.58596,9446.57812,1350.519
EmptyTargetSequence,EmptyFileName,9453.92796,9452.92012,1351.425
EmptyTargetSequence,EmptyFileName,9456.94496,9455.93712,1351.856
EmptyTargetSequence,EmptyFileName,9457.39296,9456.38512,1351.92
EmptyTargetSequence,EmptyFileName,9475.45296,9474.44512,1354.5
EmptyTargetSequence,EmptyFileName,9478.21796,9477.21012,1354.895
EmptyTargetSequence,EmptyFileName,9485.65196,9484.64412,1355.957
EmptyTargetSequence,EmptyFileName,9489.25696,9488.24912,1356.472
EmptyTargetSequence,EmptyFileName,9498.74896,9497.74112,1357.828
EmptyTargetSequence,EmptyFileName,9510.35496,9509.34712,1359.486
EmptyTargetSequence,EmptyFileName,9513.46296,9512.45512,1359.93
EmptyTargetSequence,EmptyFileName,9526.25196,9525.24412,1361.757
EmptyTargetSequence,EmptyFileName,9530.68996,9529.68212,1362.391
EmptyTargetSequence,EmptyFileName,9530.92096,9529.91312,1362.424
EmptyTargetSequence,EmptyFileName,9531.16596,9530.15812,1362.459
EmptyTargetSequence,EmptyFileName,9534.51896,9533.51112,1362.938
EmptyTargetSequence,EmptyFileName,9542.40096,9541.39312,1364.064
EmptyTargetSequence,EmptyFileName,9545.63496,9544.62712,1364.526
EmptyTargetSequence,EmptyFileName,9545.92196,9544.91412,1364.567
EmptyTargetSequence,EmptyFileName,9547.68596,9546.67812,1364.819
EmptyTargetSequence,EmptyFileName,9656.46596,9655.45812,1380.359
EmptyTargetSequence,EmptyFileName,9657.45996,9656.45212,1380.501
EmptyTargetSequence,EmptyFileName,9657.46696,9656.45912,1380.502
EmptyTargetSequence,EmptyFileName,9658.46796,9657.46012,1380.645
EmptyTargetSequence,EmptyFileName,9662.47196,9661.46412,1381.217
EmptyTargetSequence,EmptyFileName,9663.46596,9662.45812,1381.359
EmptyTargetSequence,EmptyFileName,9663.47296,9662.46512,1381.36
EmptyTargetSequence,EmptyFileName,9664.48096,9663.47312,1381.504
EmptyTargetSequence,EmptyFileName,9679.42596,9678.41812,1383.639
EmptyTargetSequence,EmptyFileName,9695.44896,9694.44112,1385.928
EmptyTargetSequence,EmptyFileName,9711.44396,9710.43612,1388.213
EmptyTargetSequence,EmptyFileName,9727.43196,9726.42412,1390.497
EmptyTargetSequence,EmptyFileName,9743.42696,9742.41912,1392.782
EmptyTargetSequence,EmptyFileName,9759.42896,9758.42112,1395.068
EmptyTargetSequence,EmptyFileName,9809.35296,9808.34512,1402.2
EmptyTargetSequence,EmptyFileName,9845.33996,9844.33212,1407.341
EmptyTargetSequence,EmptyFileName,9862.26596,9861.25812,1409.759
EmptyTargetSequence,EmptyFileName,9909.27796,9908.27012,1416.475
EmptyTargetSequence,EmptyFileName,9912.14096,9911.13312,1416.884
EmptyTargetSequence,EmptyFileName,9913.14196,9912.13412,1417.027
EmptyTargetSequence,EmptyFileName,9923.08896,9922.08112,1418.448
EmptyTargetSequence,EmptyFileName,9929.15796,9928.15012,1419.315
EmptyTargetSequence,EmptyFileName,9962.23296,9961.22512,1424.04
EmptyTargetSequence,EmptyFileName,9976.14896,9975.14112,1426.028
EmptyTargetSequence,EmptyFileName,9990.86996,9989.86212,1428.131
EmptyTargetSequence,EmptyFileName,9992.17196,9991.16412,1428.317
EmptyTargetSequence,EmptyFileName,9994.23696,9993.22912,1428.612
EmptyTargetSequence,EmptyFileName,10009.20296,10008.19512,1430.75
EmptyTargetSequence,EmptyFileName,10010.16196,10009.15412,1430.887
EmptyTargetSequence,EmptyFileName,10035.13796,10034.13012,1434.455
EmptyTargetSequence,EmptyFileName,10037.48996,10036.48212,1434.791
EmptyTargetSequence,EmptyFileName,10042.21496,10041.20712,1435.466
EmptyTargetSequence,EmptyFileName,10074.34496,10073.33712,1440.056
EmptyTargetSequence,EmptyFileName,10083.17896,10082.17112,1441.318
EmptyTargetSequence,EmptyFileName,10090.31196,10089.30412,1442.337
EmptyTargetSequence,EmptyFileName,10099.20896,10098.20112,1443.608
EmptyTargetSequence,EmptyFileName,10115.21796,10114.21012,1445.895
EmptyTargetSequence,EmptyFileName,10115.22496,10114.21712,1445.896
EmptyTargetSequence,EmptyFileName,10123.23296,10122.22512,1447.04
EmptyTargetSequence,EmptyFileName,10149.36396,10148.35612,1450.773
EmptyTargetSequence,EmptyFileName,10161.36196,10160.35412,1452.487
EmptyTargetSequence,EmptyFileName,10161.36896,10160.36112,1452.488
EmptyTargetSequence,EmptyFileName,10177.35696,10176.34912,1454.772
EmptyTargetSequence,EmptyFileName,10193.21896,10192.21112,1457.038
EmptyTargetSequence,EmptyFileName,10212.22396,10211.21612,1459.753
EmptyTargetSequence,EmptyFileName,10228.25396,10227.24612,1462.043
EmptyTargetSequence,EmptyFileName,10230.25596,10229.24812,1462.329
EmptyTargetSequence,EmptyFileName,10239.53796,10238.53012,1463.655
EmptyTargetSequence,EmptyFileName,10260.34196,10259.33412,1466.627
EmptyTargetSequence,EmptyFileName,10261.38496,10260.37712,1466.776
EmptyTargetSequence,EmptyFileName,10272.57096,10271.56312,1468.374
EmptyTargetSequence,EmptyFileName,10272.57796,10271.57012,1468.375
EmptyTargetSequence,EmptyFileName,10275.39896,10274.39112,1468.778
EmptyTargetSequence,EmptyFileName,10275.40596,10274.39812,1468.779
EmptyTargetSequence,EmptyFileName,10288.57296,10287.56512,1470.66
EmptyTargetSequence,EmptyFileName,10289.57396,10288.56612,1470.803
EmptyTargetSequence,EmptyFileName,10291.39396,10290.38612,1471.063
EmptyTargetSequence,EmptyFileName,10291.40096,10290.39312,1471.064
EmptyTargetSequence,EmptyFileName,10294.38996,10293.38212,1471.491
EmptyTargetSequence,EmptyFileName,10309.61496,10308.60712,1473.666
EmptyTargetSequence,EmptyFileName,10309.62196,10308.61412,1473.667
EmptyTargetSequence,EmptyFileName,10318.23896,10317.23112,1474.898
EmptyTargetSequence,EmptyFileName,10324.55296,10323.54512,1475.8
EmptyTargetSequence,EmptyFileName,10328.32596,10327.31812,1476.339
EmptyTargetSequence,EmptyFileName,10373.37096,10372.36312,1482.774
EmptyTargetSequence,EmptyFileName,10376.35296,10375.34512,1483.2
EmptyTargetSequence,EmptyFileName,10389.35896,10388.35112,1485.058
EmptyTargetSequence,EmptyFileName,10400.67096,10399.66312,1486.674
EmptyTargetSequence,EmptyFileName,10401.67196,10400.66412,1486.817
EmptyTargetSequence,EmptyFileName,10405.72496,10404.71712,1487.396
EmptyTargetSequence,EmptyFileName,10412.36796,10411.36012,1488.345
EmptyTargetSequence,EmptyFileName,10422.73496,10421.72712,1489.826
EmptyTargetSequence,EmptyFileName,10528.40696,10527.39912,1504.922
EmptyTargetSequence,EmptyFileName,10544.39496,10543.38712,1507.206
EmptyTargetSequence,EmptyFileName,10575.90896,10574.90112,1511.708
EmptyTargetSequence,EmptyFileName,10581.31996,10580.31212,1512.481
EmptyTargetSequence,EmptyFileName,10628.38096,10627.37312,1519.204
EmptyTargetSequence,EmptyFileName,10716.10496,10715.09712,1531.736
EmptyTargetSequence,EmptyFileName,10720.61296,10719.60512,1532.38
EmptyTargetSequence,EmptyFileName,10765.05596,10764.04812,1538.729
EmptyTargetSequence,EmptyFileName,10874.66196,10873.65412,1554.387
EmptyTargetSequence,EmptyFileName,10901.95496,10900.94712,1558.286
EmptyTargetSequence,EmptyFileName,11021.05296,11020.04512,1575.3
EmptyTargetSequence,EmptyFileName,11160.98996,11159.98212,1595.291
EmptyTargetSequence,EmptyFileName,11257.04396,11256.03612,1609.013
EmptyTargetSequence,EmptyFileName,11257.05796,11256.05012,1609.015
EmptyTargetSequence,EmptyFileName,11258.03796,11257.03012,1609.155
EmptyTargetSequence,EmptyFileName,11258.05196,11257.04412,1609.157
EmptyTargetSequence,EmptyFileName,11258.05896,11257.05112,1609.158
EmptyTargetSequence,EmptyFileName,11366.53796,11365.53012,1624.655
EmptyTargetSequence,EmptyFileName,11381.48996,11380.48212,1626.791
EmptyTargetSequence,EmptyFileName,11395.94496,11394.93712,1628.856
EmptyTargetSequence,EmptyFileName,11413.17896,11412.17112,1631.318
EmptyTargetSequence,EmptyFileName,11423.95896,11422.95112,1632.858
EmptyTargetSequence,EmptyFileName,11439.95396,11438.94612,1635.143
EmptyTargetSequence,EmptyFileName,11492.95096,11491.94312,1642.714
EmptyTargetSequence,EmptyFileName,11508.95996,11507.95212,1645.001
EmptyTargetSequence,EmptyFileName,11572.90496,11571.89712,1654.136
EmptyTargetSequence,EmptyFileName,11590.92296,11589.91512,1656.71
EmptyTargetSequence,EmptyFileName,11921.97396,11920.96612,1704.003
EmptyTargetSequence,EmptyFileName,12063.97596,12062.96812,1724.289
